品目,品番,商品名,車両メーカー,代表型式,代表車名,純正品番,本体福原加工,クラッチ福原加工,本体,クラッチ,仕切り,保証期間,備考,付属品,注意事項１,注意事項２,在庫フラグ（0：在庫あり、1：要確認）
オルタネーター,101211-785R,オルタネーター(G) IC 12/130,ﾎﾝﾀﾞ,LA-UA5,ｲﾝｽﾊﾟｲｱ,31100-P8F-A01,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-979R,ホンダオルタ(G)I.C 12/90,ﾎﾝﾀﾞ,LA-RL1,ﾗｸﾞﾚｲﾄ,31100-P8R-003,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-980R,ホンダオルタネ-タ (G) I.C 12/95,ﾎﾝﾀﾞ,E-CA2,ｱｺｰﾄﾞ,31100-P8R-901,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-209R,ホンダオルタネ-タ (G) I.C 12/95,ﾎﾝﾀﾞ,E-KA3,ﾚｼﾞｪﾝﾄﾞ,31100-P8R-J01,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-115R,ホンダオルタ(G) I.C 12/95,ﾎﾝﾀﾞ,E-KA3,ﾚｼﾞｪﾝﾄﾞ,31100-PCA-003,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-104R,オルタネーター(G) IC 12/100,ﾎﾝﾀﾞ,E-CA6,ｱｺｰﾄﾞ･ｸｰﾍﾟ,31100-PCB-003,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-119R,オルタネーター(G) IC 12/100,ﾎﾝﾀﾞ,E-BA4,ﾌﾟﾚﾘｭ-ﾄﾞ,31100-PCC-J01,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-177R,ホンダオルタ(G)　I.C  12/105,ﾎﾝﾀﾞ,E-BA4,ﾌﾟﾚﾘｭ-ﾄﾞ,31100-PCX-J01,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-902R,ホンダオルタ(G)  I.C  12/105,ﾎﾝﾀﾞ,E-BA7,ﾌﾟﾚﾘｭ-ﾄﾞ,31100-PCX-J02,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-103R,オルタネーター(G) IC 12/100,ﾎﾝﾀﾞ,ABA-ES2,ｼﾋﾞｯｸ,31100-PEA-003,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TA5491R,ホンダオルタ(G) I.C 12/70,ﾎﾝﾀﾞ,E-EF6,CR-X,31100-PEC-J71,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TA4591R,ホンダオルタ(G) I.C 12/75,ﾎﾝﾀﾞ,E-EF6,CR-X,31100-PEJ-004,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TA5191R,ホンダオルタ(G) I.C 12/75,ﾎﾝﾀﾞ,E-EF6,CR-X,31100-PEL-004,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TA1891R-S1,ホンダオルタネーター(G) IC 12/60,ﾎﾝﾀﾞ,JB1,ﾗｲﾌ,31100-PFB-004,,,,,13000,1年2万km保証,シルバータイプ,,,,1
オルタネーター,A007TA1891R-S,ホンダオルタ(G)　IC 12/60,ﾎﾝﾀﾞ,GF-JB1,ﾗｲﾌ,31100-PFB-004,,,,,13300,1年2万km保証,シルバータイプ,,,,1
オルタネーター,A007TA1891R,ホンダオルタネーター(G) IC 12/60,ﾎﾝﾀﾞ,GF-JB1,ﾗｲﾌ,31100-PFB-004,,,,,20550,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-281R,ホンダオルタ(G)I.C 12/60,ﾎﾝﾀﾞ,HM1,ﾊﾞﾓｽ,31100-PFC-003,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-280R,オルタネ-タ (G) I.C 12/60,ﾎﾝﾀﾞ,HM2,ﾊﾞﾓｽ,31100-PFD-013,,,,,13600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-291R,オルタネ-タ (G) I.C 12/55,ﾎﾝﾀﾞ,HH5,ｱｸﾃｨ,31100-PFE-003,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TG0391AR,ホンダオルタ(G)　I.C 12/60 軽,ﾎﾝﾀﾞ,HH5,ｱｸﾃｨ,31100-PFE-004,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TG0391R,ホンダオルタ(G)　I.C  12/60,ﾎﾝﾀﾞ,E-EF7,CR-X,31100-PFE-004,,,,,22100,2年4万km保証,MAXタイプ,,≪　　コアは同品番にて返却願います　　≫,宅配車用,1
オルタネーター,101211-889R,ホンダオルタ(G) I.C 12/60,ﾎﾝﾀﾞ,GBD-HJ1,ﾊﾞﾓｽ･ﾎﾋﾞｵ,31100-PFE-J01,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-882R,ホンダオルタ(G) I.C  12/60,ﾎﾝﾀﾞ,E-MA2,ｺﾝﾁｪﾙﾄ,31100-PFE-K01,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-204R,オルタネーター(G) IC 12/100,ﾎﾝﾀﾞ,M-HA1,ｱｸﾃｨ,31100-PFV-003,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-069R,オルタネ-タ-(G)I.C 12/120,ﾎﾝﾀﾞ,M-HA1,ｱｸﾃｨ,31100-PFW-J02,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-138R,ホンダオルタ(G) I.C 12/60,ﾎﾝﾀﾞ,LA-RF3,ｽﾃｯﾌﾟﾜｺﾞﾝ,31100-PG6-023,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-135R,ホンダオルタ(G) I.C 12/60,ﾎﾝﾀﾞ,CBA-RD6,CR-V,31100-PG7-023,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-309R,ホンダオルタ(G)　I.C  12/120,ﾎﾝﾀﾞ,ABA-RD4,CR-V,31100-PGE-A51,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-309R,ホンダオルタ(G)　I.C  12/130,ﾎﾝﾀﾞ,E-JA1,ﾄｩﾃﾞｨ,31100-PGK-A02,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TB5191R,ホンダオルタネーター(G) I.C 12/100,ﾎﾝﾀﾞ,RA7,ｵﾃﾞｯｾｲ,31100-PGM-004,,,,,30300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-728R,ホンダオルタ(G) I.C 12/70,ﾎﾝﾀﾞ,E-DA5,ｲﾝﾃｸﾞﾗ,31100-PH5-034,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-255R,"ホンダオルタ(G) I,C 12/70",ﾎﾝﾀﾞ,E-DA5,ｲﾝﾃｸﾞﾗ,31100-PH7-014,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-707R,"ホンダオルタ(G) I,C 12/70",ﾎﾝﾀﾞ,E-NA1,NSX,31100-PH7-024,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-214R,オルタネ-タ-(G) I.C 12/65,ﾎﾝﾀﾞ,E-NA1,NSX,31100-PJ0-663,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-997R,ホンダオルタ(G) I.C 12/70,ﾎﾝﾀﾞ,ABA-NA2,NSX,31100-PK1-024,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-331R,ホンダオルタ(G) I.C 12/70,ﾎﾝﾀﾞ,ABA-NA1,NSX,31100-PK2-024,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-781R,"ホンダオルタ(G) I,C 12/70",ﾎﾝﾀﾞ,ABA-DC5,ｲﾝﾃｸﾞﾗ,31100-PK3-A01,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TA6991R,ホンダオルタ(G) IC 12/70,ﾎﾝﾀﾞ,ABA-DC5,ｲﾝﾃｸﾞﾗ,31100-PLC-014,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TA7091R,ホンダオルタ(G) I.C 12/75,ﾎﾝﾀﾞ,EU3,ｼﾋﾞｯｸ,31100-PLM-A02,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001T04791AR,ホンダオルタ(G) I.C 12/60,ﾎﾝﾀﾞ,E-GA2,ｼﾃｨ,31100-PM3-024,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-358R,オルタオ-タ-(G) I.C 12/60,ﾎﾝﾀﾞ,E-CB1,ｱｽｺｯﾄ,31100-PM4-003,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-385R,ホンダオルタ(G) I.C 12/60,ﾎﾝﾀﾞ,E-CB1,ｱｽｺｯﾄ,31100-PM4-023,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-387R,ホンダオルタ(G) I.C 12/60,ﾎﾝﾀﾞ,E-CB3,ｱｺｰﾄﾞ,31100-PM5-A06,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-078R,オルタネ-タ (G) I.C 12/70,ﾎﾝﾀﾞ,E-CB3,ｱｺｰﾄﾞ,31100-PM6-J01,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-389R,ホンダオルタ(G) I.C 12/60,ﾎﾝﾀﾞ,E-CB7,ｱｺｰﾄﾞ,31100-PM8-A03,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-448R,ホンダオルタ(G) I.C 12/35,ﾎﾝﾀﾞ,E-CB5,ｲﾝｽﾊﾟｲｱ,31100-PN3-003,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-438R,ホンダオルタ(G) I.C 12/45,ﾎﾝﾀﾞ,E-CC2,ｲﾝｽﾊﾟｲｱ,31100-PN3-J11,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TB8691R,ホンダオルタ (G)IC 12/90,ﾎﾝﾀﾞ,RF3,ｽﾃｯﾌﾟﾜｺﾞﾝ,31100-PNA-004,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TC0691R,ホンダオルタネーター (G) I.C 12/100,ﾎﾝﾀﾞ,E-MA2,ｺﾝﾁｪﾙﾄ,31100-PNC-004,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TB7591R,ホンダオルタ(G) IC 12/90,ﾎﾝﾀﾞ,E-KA7,ﾚｼﾞｪﾝﾄﾞ,31100-PND-004,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-437R,ホンダオルタ(G) I.C 12/45,ﾎﾝﾀﾞ,E-KA7,ﾚｼﾞｪﾝﾄﾞ,31100-PP0-013,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-413R,ホンダオルタ(G) IC 12/105,ﾎﾝﾀﾞ,RN5,ｽﾄﾘｰﾑ,31100-PPD-003,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-732R,ホンダオルタ(G) I.C 12/70,ﾎﾝﾀﾞ,EF8,CR-X,31100-PR3-013,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-892R,ホンダオルタ(G) I.C 12/80,ﾎﾝﾀﾞ,E-KA7,ﾚｼﾞｪﾝﾄﾞ,31100-PR3-033,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-734R,ホンダオルタ(G) I.C 12/70,ﾎﾝﾀﾞ,E-KA7,ﾚｼﾞｪﾝﾄﾞ,31100-PR5-003,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-735R,ホンダオルタ(G) IC 12/70,ﾎﾝﾀﾞ,E-KA7,ﾚｼﾞｪﾝﾄﾞ,31100-PR6-003,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-615R,オルタネーター(G)　IC 12/110A,ﾎﾝﾀﾞ,E-JA2,ﾄｩﾃﾞｨ,31100-PR7-A01,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-619R,ホンダオルタネ-タ (G) I.C 12/110,ﾎﾝﾀﾞ,NA1,NSX,31100-PR7-A02,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-757R,ホンダオルタ(G)IC 12/120,ﾎﾝﾀﾞ,E-JA2,ﾄｩﾃﾞｨ,31100-PR7-J01,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-268R,オルタネーター (G) I.C 12/95,ﾎﾝﾀﾞ,DC5,ｲﾝﾃｸﾞﾗ,31100-PRB-003,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T00891R,ホンダオルタ(G) I.C 12/55,ﾎﾝﾀﾞ,DBA-RM1,CR-V,31100-PS4-014,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-224R,オルタネーター(G) IC 12/80,ﾎﾝﾀﾞ,CBA-RN1,ｽﾄﾘｰﾑ,31100-PSA-013,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-241R,ホンダオルタ(G)　I.C  12/100,ﾎﾝﾀﾞ,CBA-RN1,ｽﾄﾘｰﾑ,31100-PSA-J02,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-826R,ホンダオルタ(G) I.C 12/80,ﾎﾝﾀﾞ,DBA-CU2,ｱｺｰﾄﾞ,31100-PT0-003,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-869R,ホンダオルタ(G)I.C 12/80,ﾎﾝﾀﾞ,DBA-CP3,ｲﾝｽﾊﾟｲｱ,31100-PT0-013,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002T27993R,ホンダオルタ(G)I.C 12/80,ﾎﾝﾀﾞ,DBA-JF1,N-BOX,31100-PT0-024,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-819R,ホンダオルタ(G) I.C 12/90,ﾎﾝﾀﾞ,DBA-GE6,ﾌｨｯﾄ,31100-PT2-003,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-873R,ホンダオルタ(G)I.C  12/90,ﾎﾝﾀﾞ,DBA-UC1,ｲﾝｽﾊﾟｲｱ,31100-PT2-013,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-815R,ホンダオルタ(G) I.C 12/80,ﾎﾝﾀﾞ,DBA-UC1,ｲﾝｽﾊﾟｲｱ,31100-PT3-A51,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-890R,オルタネーター (G) I.C 12/60,ﾎﾝﾀﾞ,HM1,ﾊﾞﾓｽ,31100-PTG-003,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-828R,ホンダオルタ(G) I.C 12/90,ﾎﾝﾀﾞ,DBA-KB2,ﾚｼﾞｪﾝﾄﾞ,31100-PV0-013,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-895R,ホンダオルタ(G) I.C 12/90,ﾎﾝﾀﾞ,ABA-BE2,ｴﾃﾞｨｯｸｽ,31100-PV0-J01,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-582R,ホンダオルタ(G) IC 12/90,ﾎﾝﾀﾞ,CBA-RD6,CR-V,31100-PV3-003,,,,,17800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TB0091R,ホンダオルタ(G) I.C 12/75,ﾎﾝﾀﾞ,CBA-GK1,ﾓﾋﾞﾘｵ･ｽﾊﾟｲｸ,31100-PWA-004,,,,,20100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TB0091R-S,ホンダオルタ(G) IC 12/75,ｽﾊﾞﾙ,GD3,ｲﾝﾌﾟﾚｯｻ,31100-PWA-004,,,,,12300,1年2万km保証,シルバータイプ,,,,1
オルタネーター,100211-391R,ホンダオルタ(G) I.C 12/60,ﾎﾝﾀﾞ,DBA-RR3,ｴﾘｼｵﾝ,31100-PY0-003,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-617R,ホンダオルタ(G)I.C 12/110,ﾎﾝﾀﾞ,DBA-RT1,ｸﾛｽﾛｰﾄﾞ,31100-PY3-003,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-643R,ホンダオルタ(G)IC 12/120,ﾎﾝﾀﾞ,DBA-GJ1,ｴｱｳｪｲﾌﾞ,31100-PY3-J01,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-616R,ホンダオルタ(G)IC 12/120,ﾎﾝﾀﾞ,ABA-FN2,ｼﾋﾞｯｸ,31100-PY3-J02,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TA3491R,ホンダオルタ(G) I.C 12/60,ﾎﾝﾀﾞ,JD1,ｻﾞｯﾂ,31100-PYM-004,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TA3091R-S1,ホンダオルタ(G) IC 12/60,ﾎﾝﾀﾞ,JB3,ﾗｲﾌ･ﾀﾞﾝｸ,31100-PYM-004,,,,,13000,1年2万km保証,シルバータイプ,,,,1
オルタネーター,A007TA3091R-S,ホンダオルタ(G) IC 12/60,ﾎﾝﾀﾞ,JB3,ﾗｲﾌ･ﾀﾞﾝｸ,31100-PYM-004,,,,,12400,1年2万km保証,シルバータイプ,,,,1
オルタネーター,A007TA3091R,ホンダオルタ(G) IC 12/60,ﾎﾝﾀﾞ,JB3,ﾗｲﾌ･ﾀﾞﾝｸ,31100-PYM-004,,,,,20600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-905R,ホンダオルタ(G) I.C 12/45,ﾎﾝﾀﾞ,JA2,ﾄｩﾃﾞｨ,31100-PZ1-003,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-203R,ホンダオルタ(G) I.C 12/55,ｽｽﾞｷ,V-DE51V,ｴﾌﾞﾘｨ,31100-PZ1-J01,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-235R,ホンダオルタ(G)I.C 12/55,ﾎﾝﾀﾞ,JW3,ﾄｩﾃﾞｨ,31100-PZ1-N01,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-906R,ホンダオルタ(G) I.C 12/45,ﾎﾝﾀﾞ,JA2,ﾄｩﾃﾞｨ,31100-PZ2-003,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001T05092R,ホンダオルタ(G)　I.C　12/60,ｽｽﾞｷ,M-CG72V,ｾﾙﾎﾞ,31100-PZ2-901,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-911R,ホンダオルタ(G) I.C 12/45,ﾎﾝﾀﾞ,HA3,ｱｸﾃｨ,31100-PZ3-003,,,,,10500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-317R,ホンダオルタ(G) I.C 12/45,ﾎﾝﾀﾞ,HH3,ｱｸﾃｨ,31100-PZ3-013,,,,,9700,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-226R,ホンダオルタ(G)I.C 12/60,ﾎﾝﾀﾞ,HH3,ｱｸﾃｨ,31100-PZ3-J01,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-924R,ホンダオルタ(G)　I.C  12/105,ﾎﾝﾀﾞ,AP1,S2000,31100-PZX-003,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-122R,オルタネーター(G) I.C 12/105,ﾎﾝﾀﾞ,DBA-RK1,ｽﾃｯﾌﾟﾜｺﾞﾝ,31100-R0A-003,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-154R,オルタネーター (G) I.C 12/105,ﾎﾝﾀﾞ,RK1,ｽﾃｯﾌﾟﾜｺﾞﾝ,31100-R1P-H01,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TG0092R,ホンダオルタ(G) IC 12/55,ﾎﾝﾀﾞ,JE1,ｾﾞｽﾄ,31100-R20-004,,,,,16400,2年4万km保証,MAXタイプ,,,,0
オルタネーター,104210-589R,ホンダオルタ(G)　SCタイプ I.C 12/105,ﾎﾝﾀﾞ,CW2,ｱｺｰﾄﾞ,31100-R40-A01,,,,,27800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,976421-0591,リマニオルタネーター (104210-591),ﾎﾝﾀﾞ,CP3,ｲﾝｽﾊﾟｲｱ,31100-R70-A01,,,,,30600,1年2万km保証,メーカーリンク品,,デンソーのメーカーリンク品,,1
オルタネーター,104210-591R,オルタネーター(G) SCタイプ I.C 12/110,ﾎﾝﾀﾞ,CP3,ｲﾝｽﾊﾟｲｱ,31100-R70-A01,,,,,30700,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TG0791R,オルタネーター(G) IC 12/65,ﾎﾝﾀﾞ,JF1,N-BOX,31100-R9G-004,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A001TG0891R,ホンダ オルター(G）I.C 12/65,ﾎﾝﾀﾞ,JF1,N-BOX,31100-R9G-J01,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-329R,ホンダオルタネーター(G) I.C 12/105,ﾎﾝﾀﾞ,CL7,ｱｺｰﾄﾞ,31100-RAA-A05,,,,,20500,2年4万km保証,MAXタイプ,,,,0
オルタネーター,A005TJ0091R,オルタネーター(G)　I.C 12/95,ﾎﾝﾀﾞ,GE6,ﾌｨｯﾄ,31100-RB0-004,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-350R,オルタネーター(G)I.C 12/110,ﾎﾝﾀﾞ,DBA-UC1,ｲﾝｽﾊﾟｲｱ,31100-RCB-Y01,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-448R,オルターネーター(G）IC 12/110,ｽｽﾞｷ,E-AA34S,ｶﾙﾀｽ,31100-RCB-Y02,,,,,20500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-310R,ホンダオルタネーター(G）IC 12/130,ﾎﾝﾀﾞ,UC1,ｲﾝｽﾊﾟｲｱ,31100-RDJ-A01,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-397R,オルタネーター(G)I.C 12/110,ﾎﾝﾀﾞ,RB1,ｵﾃﾞｯｾｲ,31100-RFE-003,,,,,20800,2年4万km保証,MAXタイプ,,,,0
オルタネーター,A007TG0091R,ホンダオルタネーター(G)　I.C  12/55,ﾎﾝﾀﾞ,JB6,ﾗｲﾌ,31100-RGA-J01,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-592R,ホンダオルタネーター(G) SCタイプ I.C 12/130,ﾎﾝﾀﾞ,KB2,ﾚｼﾞｪﾝﾄﾞ,31100-RGW-A01,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-469R,ホンダオルタ(G) I.C 12/130,ﾎﾝﾀﾞ,KB1,ﾚｼﾞｪﾝﾄﾞ,31100-RJA-A02,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A005TA6991AR,オルタネーター(G)　I.C  12/70,ﾎﾝﾀﾞ,BE1,ｴﾃﾞｨｯｸｽ,31100-RJH-004,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TC0691AR,ホンダオルタ(G)　I.C  12/100,ﾎﾝﾀﾞ,BE3,ｴﾃﾞｨｯｸｽ,31100-RJJ-004,,,,,24600,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A003TJ0491R,ホンダオルタ(G）I.C 12/130,ﾎﾝﾀﾞ,RR3,ｴﾘｼｵﾝ,31100-RKB-004,,,,,30300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,976421-0264,リマニオルタネーター (104210-264),ﾎﾝﾀﾞ,RB3,ｵﾃﾞｯｾｲ,31100-RLF-003,,,,,30600,1年2万km保証,メーカーリンク品,,デンソーのメーカーリンク品,,1
オルタネーター,104210-264R,オルタネーター(G) SCタイプI.C 12/110,ﾎﾝﾀﾞ,RB3,ｵﾃﾞｯｾｲ,31100-RLF-003,,,,,27000,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A002TC1391R,オルタネーター(G)　IC 12/90,ﾎﾝﾀﾞ,RN6,ｽﾄﾘｰﾑ,31100-RNA-A01,,,,,19800,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-590R,ホンダオルタネーター(G)　I.C  12/105,ﾎﾝﾀﾞ,FD2,ｼﾋﾞｯｸ,31100-RRC-003,,,,,26900,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007TG0291R,ホンダオルタ(G) IC 12/55,ﾎﾝﾀﾞ,DBA-JE1,ｾﾞｽﾄ,31100-RS8-004,,,,,16400,2年4万km保証,MAXタイプ,,,,0
オルタネーター,A005TB1391R,ホンダオルタ(G)　I.C  12/75,ﾎﾝﾀﾞ,GJ3,ﾊﾟｰﾄﾅｰ,31100-RSH-004,,,,,23500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-473R,ホンダオルタ(G) I.C 12/105,ﾎﾝﾀﾞ,RG1,ｽﾃｯﾌﾟﾜｺﾞﾝ,31100-RTA-003,,,,,19800,2年4万km保証,MAXタイプ,,,,0
オルタネーター,A007TG0391R,ホンダオルタ(G) I.C 12/55,ﾎﾝﾀﾞ,HA8,ｱｸﾃｨ,31100-RV4-004,,,,,17400,2年4万km保証,MAXタイプ,,,,0
オルタネーター,A007TG0591R,ホンダオルタ(G) I.C 12/55,ﾎﾝﾀﾞ,HA8,ｱｸﾃｨ,31100-RV4-J01,,,,,22300,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-153R,オルタネーター (G) I.C 12/105,ﾎﾝﾀﾞ,RM4,CR-V,31100-RX0-A01,,,,,24400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,104210-537R,オルタネーター(G)I.C 12/105,ﾎﾝﾀﾞ,RN8,ｽﾄﾘｰﾑ,31100-RZP-G01,,,,,20500,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-922R,スズキオルタ(G) I.C 12/50,ｽｽﾞｷ,CBA-TA74W,ｴｽｸｰﾄﾞ,31400-50E10,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,101211-246R,"スズキオルタ(G) I,C 12/55",ｽｽﾞｷ,JA22W,ｼﾞﾑﾆｰ,31400-50E11,,,,,13700,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T01491R,オルタネーター(G) I.C 12/50,ｽｽﾞｷ,GF-TA02W,ｴｽｸｰﾄﾞ,31400-50F20,,,,,16400,2年4万km保証,MAXタイプ,,,,1
オルタネーター,A007T03091R,スズキオルタ(G)IC 12/55,ｽｽﾞｷ,LA-TA02W,ｴｽｸｰﾄﾞ,31400-50F30,,,,,22100,2年4万km保証,MAXタイプ,,,,1
オルタネーター,102211-622R,オルタネーター (G) I.C 12/70,ｽｽﾞｷ,MH34S,ﾜｺﾞﾝR,31400-50M00,,,,,15000,2年4万km保証,MAXタイプ,,,,1
オルタネーター,100211-406R,スズキオルタ(G) I.C 12/45,ｽｽﾞｷ,HBD-DA64V,ｴﾌﾞﾘｨ,31400-51A10,,,,,16400,2年4万km保証,MAXタイプ,,,,1
